Angka Partisipasi Murni (APM) dan Angka Partisipasi Kasar (APK) Menurut Jenjang Pendidikan di Kota Semarang Tahun 2020-2024,,
Jenjang Pendidikan,2023,
,Angka Partisipasi Murni (APM),Angka Partisipasi Kasar (APK)
SD/MI/Sederajat,"99,75","102,43"
SMP/MTs/Sederajat,"80,17","84,92"
SMA/SMK/MA/Sederajat,"61,01","102,59"
, ,
"Sumber :  BPS, Survei Sosial Ekonomi Nasional (Susenas)",,
