Angka Partisipasi Murni (APM) dan Angka Partisipasi Kasar (APK) Menurut Jenjang Pendidikan di Kota Semarang Tahun 2020-2024,,
Jenjang Pendidikan,2022,
,Angka Partisipasi Murni (APM),Angka Partisipasi Kasar (APK)
SD/MI/Sederajat,"99,97","103,03"
SMP/MTs/Sederajat,"91,26","91,26"
SMA/SMK/MA/Sederajat,"70,24","104,23"
, ,
"Sumber :  BPS, Survei Sosial Ekonomi Nasional (Susenas)",,
